age,amount,authentication_information,avg_amount,avg_data,avg_rate,bidders,borrow_history,college,cumulative_amount_of_borrowing,degree_education,end_time,first_borrow_time,id,last_fuzhai,learn_form,male,max_borrow_amount,max_liabilities,max_overtime,normal_repay,overtime_less_15,overtime_more_15,progressBar,registerTime,state,succeed_borrow,succeed_repay,sum_of_to_pay,timeLimit,to_be_gather,to_be_repay,update_time,userId,userName,userRate,year_rate
30,20000,学历认证|身份证认证|手机认证,0,0,0,0,0次流标，1次撤标，0次失败,南昌师范高等专科学校,0.00,专科,2017/7/24,,60690142,,普通,女,0.00,0.00,,0,0,0,10%,2017/1/6,0,0,0,,6 ,0.00,0.00,2017-07-26,,pdu6786733738,B,18
34,1991,身份证认证|手机认证,3000.0,90.0,0.1,6,2次流标，0次撤标，0次失败,无,3000.00,无,14天20时25分,2017/5/24,61126332,1106.71,无,女,3000.00,3320.13,,2,0,0,90%,2017/4/11,0.5,1,2,1106.71,6 ,0.00,1106.71,2017-07-26,,pdu5737350767,C,20
25,9000,,0,0,0,40,,无,,无,2017/7/24,,60579105,,无,女,,,,,,,100%,2017/2/20,1,,,,12 ,,,2017-07-26,,pdu6166245162,B,18
23,7500,学历认证|身份证认证|手机认证,1816.375,137.75,0.136875,29,1次流标，1次撤标，0次失败,四川商务职业学院,14531.00,专科,19天11时35分,2016/11/9,61050596,2472.24,普通,男,3500.00,8847.63,4.0,18,8,0,89%,2016/10/8,0.5,8,26,1236.1200000000001,6 ,0.00,2472.24,2017-07-26,,pdu8143482884,C,20
25,8500,,0,0,0,27,,无,,无,2017/7/25,,60894762,,无,男,,,,,,,100%,2017/5/18,1,,,,6 ,,,2017-07-26,,pdu0153306702,C,20
24,14000,学历认证|身份证认证|手机认证,0,0,0,48,0次流标，0次撤标，0次失败,无锡城市职业技术学院,0.00,专科,18天09时52分,,60811890,,普通,女,0.00,0.00,,0,0,0,89%,2017/7/24,0.5,0,0,,12 ,0.00,0.00,2017-07-26,,pdu4817055717,B,18
29,4744,,0,0,0,44,,无,,无,2017/7/25,,60899684,,无,女,,,,,,,100%,2017/3/23,1,,,,6 ,,,2017-07-26,,pdu8744841152,C,20
32,3000,学历认证|身份证认证|手机认证,4071.4285714285716,257.14285714285717,0.18857142857142858,4,2次流标，1次撤标，0次失败,四川国际标榜职业学院,28500.00,专科,14天20时37分,2015/10/17,61127191,20772.2,成人,男,8500.00,21301.76,0.0,22,2,0,58%,2015/10/8,0.5,7,24,14269.560000000001,12 ,0.00,19271.76,2017-07-26,,pdu27301507,C,20
36,4470,身份证认证|手机认证,2694.5,180.0,0.165,9,0次流标，0次撤标，0次失败,无,5389.00,无,19天14时39分,2017/3/23,61086347,3867.38,无,男,3589.00,5186.28,0.0,5,0,0,79%,2017/3/20,0.5,2,5,3867.3799999999997,6 ,0.00,3867.38,2017-07-26,,pdu6514614466,C,20
32,2000,,0,0,0,10,,无,,无,2017/7/25,,60912340,,无,女,,,,,,,100%,2015/10/27,1,,,,12 ,,,2017-07-26,,pdu34636518,D,22
39,4199,学历认证|身份证认证|手机认证,7000.0,270.0,0.21000000000000002,12,0次流标，1次撤标，0次失败,西南交通大学,14000.00,专科,14天04时23分,2016/1/15,60950987,6354.8,网络教育,男,9000.00,9532.20,1.0,10,3,0,12%,2016/1/14,0.5,2,14,6354.8,12 ,0.00,6354.80,2017-07-26,,pdu0186777732,E,22
