age,amount,authentication_information,avg_amount,avg_data,avg_rate,bidders,borrow_history,college,cumulative_amount_of_borrowing,degree_education,end_time,first_borrow_time,id,last_fuzhai,learn_form,male,max_borrow_amount,max_liabilities,max_overtime,normal_repay,overtime_less_15,overtime_more_15,progressBar,registerTime,state,succeed_borrow,succeed_repay,sum_of_to_pay,timeLimit,to_be_gather,to_be_repay,update_time,userId,userName,userRate,year_rate
33,25298,学历认证|身份证认证|手机认证|人行征信认证,6211.375,337.5,0.18000000000000002,0,4次流标，2次撤标，0次失败,湖南商务职业技术学院,49691.00,专科,2017/7/17,2016/1/12,56784104,15587.22,普通,男,15297.00,17004.24,1.0,33,3,0,16%,2016/1/12,0,8,36,8502.12,24 ,0.00,15587.22,2017-08-12,,pdu2166708540,C,20
34,10500,,0,0,0,48,,无,,无,2017/8/11,,64412005,,无,男,,,,,,,100%,2015/10/16,1,,,,12 ,,,2017-08-12,,pdu14025735,C,20
45,6800,身份证认证|手机认证,0,0,0,9,0次流标，1次撤标，0次失败,无,0.00,无,9天03时59分,,64498622,,无,男,0.00,0.00,,0,0,0,45%,2017/8/10,0.5,0,0,,6 ,0.00,0.00,2017-08-12,,pdu8527471568,B,18
24,1679,身份证认证|手机认证,4679.285714285715,304.2857142857143,0.19142857142857145,13,0次流标，0次撤标，5次失败,无,32755.00,无,14天17时04分,2015/10/11,64651010,14679.72,无,女,11500.00,16563.84,0.0,45,0,0,44%,2015/9/11,0.5,7,45,9341.039999999999,6 ,0.00,14679.72,2017-08-12,,pdu78536874,C,20
37,5283,,0,0,0,31,,无,,无,2017/8/11,,64386265,,无,男,,,,,,,100%,2016/6/10,1,,,,12 ,,,2017-08-12,,pdu0823360070,D,22
21,3000,身份证认证|手机认证,3000.0,360.0,0.12,0,0次流标，2次撤标，0次失败,无,3000.00,无,2017/8/3,2017/8/3,62715868,3708.48,无,男,3000.00,3708.48,,0,0,0,12%,2017/8/2,0,1,0,1854.24,12 ,0.00,3708.48,2017-08-12,,pdu2234118483,AA,12
29,2500,身份证认证|手机认证|人行征信认证,3268.3,180.0,0.18649999999999997,3,0次流标，0次撤标，0次失败,无,32683.00,无,14天11时21分,2016/6/29,64600058,16171.81,无,男,9500.00,18853.59,0.0,33,1,0,7%,2016/6/29,0.5,10,34,16171.81,6 ,0.00,16171.81,2017-08-12,,pdu5048753270,C,20
26,2544,,0,0,0,2,,无,,无,2017/8/11,,64365322,,无,男,,,,,,,100%,2016/12/29,1,,,,12 ,,,2017-08-12,,pdu8050506471,C,20
32,4404,身份证认证|手机认证,3320.6666666666665,360.0,0.22250000000000003,0,1次流标，0次撤标，0次失败,无,19924.00,无,14天14时28分,2015/8/15,64632779,9774.96,无,男,4604.00,12578.49,4.0,42,2,0,0%,2015/7/20,0.5,6,44,7773.719999999999,12 ,0.00,9774.96,2017-08-12,,pdu67532084,C,20
39,4134,,0,0,0,10,,无,,无,2017/8/11,,64429930,,无,男,,,,,,,100%,2015/4/16,1,,,,12 ,,,2017-08-12,,pdu18855480,B,18
