age,amount,authentication_information,avg_amount,avg_data,avg_rate,bidders,borrow_history,college,cumulative_amount_of_borrowing,degree_education,end_time,first_borrow_time,id,last_fuzhai,learn_form,male,max_borrow_amount,max_liabilities,max_overtime,normal_repay,overtime_less_15,overtime_more_15,progressBar,registerTime,state,succeed_borrow,succeed_repay,sum_of_to_pay,timeLimit,to_be_gather,to_be_repay,update_time,userId,userName,userRate,year_rate
33,6642,,0,0,0,27,,无,,无,2017/7/15,,58985537,,无,女,,,,,,,100%,2016/1/6,1,,,,6 ,,,2017-07-17,,pdu3822721716,C,20
35,5000,,0,0,0,32,,无,,无,2017/7/14,,58755967,,无,男,,,,,,,100%,2016/4/13,1,,,,6 ,,,2017-07-17,,pdu6735377684,C,20
21,2820,,0,0,0,14,,无,,无,2017/7/14,,58834943,,无,女,,,,,,,100%,2017/5/14,1,,,,6 ,,,2017-07-17,,pdu4378644474,B,18
25,1031,,0,0,0,2,,无,,无,2017/7/14,,58779624,,无,男,,,,,,,100%,2017/2/26,1,,,,12 ,,,2017-07-17,,pdu8657303168,D,22
22,2000,,0,0,0,8,,无,,无,2017/7/14,,58779437,,无,女,,,,,,,100%,2017/4/7,1,,,,12 ,,,2017-07-17,,pdu7385418454,C,20
24,14000,学历认证|身份证认证|手机认证,0,0,0,24,0次流标，0次撤标，0次失败,湖北理工学院,0.00,专科,19天00时50分,,59168590,,普通,男,0.00,0.00,,0,0,0,40%,2017/7/16,0.5,0,0,,12 ,0.00,0.00,2017-07-17,,pdu2250040162,B,18
29,3586,,0,0,0,23,,无,,无,2017/7/16,,59091918,,无,女,,,,,,,100%,2016/11/28,1,,,,12 ,,,2017-07-17,,pdu6370412154,C,20
23,1000,,0,0,0,2,,无,,无,2017/7/14,,58670326,,无,男,,,,,,,100%,2016/11/17,1,,,,12 ,,,2017-07-17,,pdu7434414763,C,20
25,6327,,0,0,0,30,,无,,无,2017/7/14,,58780024,,无,男,,,,,,,100%,2017/4/29,1,,,,12 ,,,2017-07-17,,pdu5774544465,C,20
20,1074,,0,0,0,7,,无,,无,2017/7/14,,58757060,,无,女,,,,,,,100%,2017/5/14,1,,,,6 ,,,2017-07-17,,pdu0128147466,C,20
35,11000,,0,0,0,46,,无,,无,2017/7/15,,58893380,,无,女,,,,,,,100%,2016/2/28,1,,,,12 ,,,2017-07-17,,pdu0174626232,B,18
36,2905,,0,0,0,10,,无,,无,2017/7/16,,59134909,,无,女,,,,,,,100%,2016/2/16,1,,,,12 ,,,2017-07-17,,pdu2417631661,C,20
36,3557,,0,0,0,28,,无,,无,2017/7/15,,58969496,,无,男,,,,,,,100%,2015/2/12,1,,,,12 ,,,2017-07-17,,rong3063481,C,20
29,2634,,0,0,0,33,,无,,无,2017/7/14,,58794329,,无,女,,,,,,,100%,2015/6/22,1,,,,6 ,,,2017-07-17,,pdu33604604,C,20
25,3000,,0,0,0,48,,无,,无,2017/7/14,,58830221,,无,男,,,,,,,100%,2016/8/13,1,,,,6 ,,,2017-07-17,,pdu7108300483,C,20
28,2637,,0,0,0,3,,无,,无,2017/7/16,,59125988,,无,男,,,,,,,100%,2017/1/30,1,,,,6 ,,,2017-07-17,,pdu6201404881,C,20
29,5165,,0,0,0,53,,无,,无,2017/7/16,,59065662,,无,女,,,,,,,100%,2016/11/8,1,,,,6 ,,,2017-07-17,,pdu8664416757,C,20
25,5075,,0,0,0,41,,无,,无,2017/7/17,,59291001,,无,男,,,,,,,100%,2016/9/27,1,,,,6 ,,,2017-07-17,,pdu4626805652,C,20
28,3602,,0,0,0,16,,无,,无,2017/7/14,,58669332,,无,女,,,,,,,100%,2016/2/21,1,,,,6 ,,,2017-07-17,,pdu0826140408,C,20
30,1134,身份证认证|手机认证,2698.0,360.0,0.21333333333333335,4,0次流标，0次撤标，0次失败,无,16188.00,无,19天12时35分,2016/12/20,59287708,11194.6,无,女,8000.00,12491.86,1.0,16,2,0,70%,2016/12/3,0.5,6,18,8304.109999999999,12 ,0.00,11194.60,2017-07-17,,pdu7363864062,C,20
27,1826,,0,0,0,16,,无,,无,2017/7/14,,58833701,,无,男,,,,,,,100%,2017/1/4,1,,,,6 ,,,2017-07-17,,pdu3036040813,D,22
43,3387,,0,0,0,39,,无,,无,2017/7/16,,58993624,,无,女,,,,,,,100%,2016/12/7,1,,,,12 ,,,2017-07-17,,pdu6171813012,C,20
41,3424,,0,0,0,32,,无,,无,2017/7/16,,59136773,,无,女,,,,,,,100%,2016/9/17,1,,,,6 ,,,2017-07-17,,pdu7611810815,B,18
28,2600,,0,0,0,16,,无,,无,2017/7/14,,58778412,,无,男,,,,,,,100%,2016/7/7,1,,,,12 ,,,2017-07-17,,pdu7802117862,D,22
