age,amount,authentication_information,avg_amount,avg_data,avg_rate,bidders,borrow_history,college,cumulative_amount_of_borrowing,degree_education,end_time,first_borrow_time,id,last_fuzhai,learn_form,male,max_borrow_amount,max_liabilities,max_overtime,normal_repay,overtime_less_15,overtime_more_15,progressBar,registerTime,state,succeed_borrow,succeed_repay,sum_of_to_pay,timeLimit,to_be_gather,to_be_repay,update_time,userId,userName,userRate,year_rate
27,3587,身份证认证|手机认证,1872.3,97.0,0.16240000000000002,19,0次流标，0次撤标，0次失败,无,42323.00,无,14天17时28分,2016/9/19,60502152,12750.41,无,男,7000.00,16497.60,0.0,30,0,0,60%,2016/9/19,0.5,15,31,12750.41,6 ,0.00,12750.41,2017-07-23,,pdu3067455767,C,20
45,49000,身份证认证|手机认证,9666.666666666666,360.0,0.20666666666666667,0,1次流标，1次撤标，0次失败,无,29000.00,无,2017/7/17,2016/1/4,56546200,24816.39,无,女,17500.00,24816.39,0.0,15,0,0,16%,2015/11/5,0,3,15,13302.060000000001,24 ,0.00,24816.39,2017-07-23,,pdu80082844,B,18
29,16500,,0,0,0,105,,无,,无,2017/7/22,,60302735,,无,女,,,,,,,100%,2016/6/2,1,,,,12 ,,,2017-07-23,,pdu8731112115,C,20
37,1128,身份证认证|手机认证,5750.0,270.0,0.16,1,0次流标，0次撤标，0次失败,无,11500.00,无,19天13时09分,2017/4/10,60469563,10782.72,无,女,10000.00,12611.76,0.0,4,0,0,4%,2017/4/10,0.5,2,4,7629.780000000001,6 ,0.00,10782.72,2017-07-23,,pdu6224650167,B,18
31,8000,,0,0,0,62,,无,,无,2017/7/22,,60228212,,无,女,,,,,,,100%,2016/6/10,1,,,,12 ,,,2017-07-23,,pdu1763452417,C,20
29,10000,身份证认证|手机认证,3575.75,360.0,0.20500000000000002,23,0次流标，0次撤标，0次失败,无,14303.00,无,14天04时55分,2016/7/9,60373102,3938.93,无,女,6000.00,10862.76,-1.0,32,0,0,55%,2016/7/9,0.5,4,32,3732.82,12 ,0.00,3938.93,2017-07-23,,pdu3216361865,B,18
25,12775,身份证认证|手机认证|人行征信认证,5637.0,210.0,0.19599999999999998,40,0次流标，0次撤标，0次失败,无,58870.00,无,14天13时36分,2015/12/3,60474320,11574.19,无,男,7500.00,22991.27,,62,0,0,39%,2015/12/3,0.5,11,62,11574.19,6 ,0.00,11574.19,2017-07-23,,pdu4467531538,C,20
29,13500,,0,0,0,67,,无,,无,2017/7/22,,59856406,,无,女,,,,,,,100%,2017/7/19,1,,,,12 ,,,2017-07-23,,pdu6360054073,C,20
30,6000,,0,0,0,30,,无,,无,2017/7/22,,60314318,,无,男,,,,,,,100%,2016/10/19,1,,,,6 ,,,2017-07-23,,pdu2127008836,C,20
24,3371,,0,0,0,23,,无,,无,2017/7/22,,60235412,,无,女,,,,,,,100%,2017/4/11,1,,,,6 ,,,2017-07-23,,pdu2727333575,C,20
23,5565,,0,0,0,32,,无,,无,2017/7/22,,60317727,,无,男,,,,,,,100%,2016/8/18,1,,,,12 ,,,2017-07-23,,pdu1181377216,C,20
37,3706,身份证认证|手机认证,4106.0,270.0,0.16,4,0次流标，0次撤标，0次失败,无,8212.00,无,14天14时18分,2017/1/20,60480336,5686.75,无,女,4812.00,8050.18,4.0,4,3,0,36%,2017/1/20,0.5,2,7,5359.740000000001,6 ,0.00,5686.75,2017-07-23,,pdu0465730088,C,20
34,3402,身份证认证|手机认证,2973.0,270.0,0.16,1,0次流标，0次撤标，0次失败,无,5946.00,无,19天08时42分,2017/3/27,60418676,5265.53,无,女,3446.00,6120.94,0.0,4,0,0,1%,2017/3/27,0.5,2,4,3915.8799999999997,6 ,0.00,5265.53,2017-07-23,,pdu7524770183,B,18
27,2500,身份证认证|手机认证,4500.0,225.0,0.2,11,0次流标，0次撤标，0次失败,无,9000.00,无,19天16时45分,2017/3/25,60498034,6856.96,无,男,6000.00,9247.55,0.0,4,0,0,75%,2017/3/23,0.5,2,4,3873.29,6 ,0.00,6856.96,2017-07-23,,pdu6280812878,C,20
22,1000,身份证认证|手机认证,4034.4,360.0,0.164,4,0次流标，0次撤标，0次失败,无,20172.00,无,19天12时44分,2016/11/8,60465486,11818.81,无,男,7400.00,12109.14,0.0,21,0,0,20%,2016/3/24,0.5,5,21,4230.91,12 ,0.00,11818.81,2017-07-23,,pdu1084061085,B,18
25,799,身份证认证|手机认证,3070.0,360.0,0.184,1,0次流标，0次撤标，0次失败,无,15350.00,无,14天20时56分,2016/8/23,60517267,11628.37,无,女,5500.00,12547.01,0.0,22,0,0,2%,2016/8/23,0.5,5,22,7975.679999999999,12 ,0.00,11628.37,2017-07-23,,pdu8478107774,C,20
36,10581,身份证认证|手机认证,4564.0,270.0,0.22,21,0次流标，0次撤标，0次失败,无,9128.00,无,14天16时28分,2016/8/23,60496155,2485.48,无,男,4628.00,7456.44,0.0,14,0,0,24%,2016/8/22,0.5,2,14,2064.31,12 ,0.00,2485.48,2017-07-23,,pdu4266183763,C,20
22,4477,身份证认证|手机认证,1500.0,197.5,0.12240000000000001,3,0次流标，0次撤标，0次失败,无,3000.00,无,14天19时41分,2017/4/18,60513239,2764.18,无,女,2000.00,3156.22,,4,0,0,18%,2017/1/8,0.5,2,4,1176.1200000000001,12 ,0.00,2764.18,2017-07-23,,pdu8333748141,C,20
32,6000,身份证认证|手机认证|人行征信认证,2610.1,300.0,0.20600000000000002,34,1次流标，0次撤标，4次失败,无,30299.00,无,14天14时26分,2015/10/28,60481246,8750.94,无,男,3643.00,13141.26,0.0,99,0,0,59%,2015/10/27,0.5,13,99,7895.0599999999995,12 ,0.00,8750.94,2017-07-23,,pdu22741757,C,20
24,1000,身份证认证|手机认证,2000.0,135.0,0.19833333333333336,5,0次流标，0次撤标，0次失败,无,12000.00,无,19天18时08分,2017/6/1,60506075,6226.1,无,男,7000.00,8518.35,,6,0,0,83%,2017/6/1,0.5,6,6,6226.1,6 ,0.00,6226.10,2017-07-23,,pdu8538657412,C,20
32,6227,,0,0,0,46,,无,,无,2017/7/22,,60250891,,无,女,,,,,,,100%,2016/6/3,1,,,,6 ,,,2017-07-23,,pdu3074474616,B,18
24,10000,身份证认证|手机认证,0,0,0,13,0次流标，0次撤标，0次失败,无,0.00,无,19天09时56分,,60434040,,无,女,0.00,0.00,,0,0,0,18%,2017/7/21,0.5,0,0,,12 ,0.00,0.00,2017-07-23,,pdu7885220000,C,20
26,4900,身份证认证|手机认证,2300.0,300.0,0.18666666666666668,44,1次流标，0次撤标，0次失败,无,6900.00,无,19天07时15分,2017/4/5,60401190,0,无,女,3600.00,5427.84,0.0,5,0,0,84%,2016/8/3,0.5,3,5,,12 ,0.00,0.00,2017-07-23,,pdu8532284765,C,20
24,2984,身份证认证|手机认证,2019.0,180.0,0.17666666666666667,3,0次流标，0次撤标，0次失败,无,6057.00,无,14天18时36分,2017/3/17,60508712,4251.78,无,男,2567.00,5342.84,0.0,7,0,0,28%,2017/3/17,0.5,3,7,4251.78,12 ,0.00,4251.78,2017-07-23,,pdu8684146156,C,20
23,1508,,0,0,0,9,,无,,无,2017/7/22,,60287265,,无,女,,,,,,,100%,2016/7/6,1,,,,6 ,,,2017-07-23,,pdu8481706681,C,20
22,2542,,0,0,0,10,,无,,无,2017/7/22,,60257024,,无,男,,,,,,,100%,2016/12/15,1,,,,12 ,,,2017-07-23,,pdu6310602717,C,20
45,6889,身份证认证|手机认证,5549.5,180.0,0.17500000000000002,3,0次流标，0次撤标，0次失败,无,22198.00,无,14天17时34分,2015/4/29,60502950,4283.12,无,男,6066.00,6424.68,0.0,20,0,0,19%,2015/4/29,0.5,4,20,4283.12,6 ,0.00,4283.12,2017-07-23,,pdu40836247,C,20
