age,amount,authentication_information,avg_amount,avg_data,avg_rate,bidders,borrow_history,college,cumulative_amount_of_borrowing,degree_education,end_time,first_borrow_time,id,last_fuzhai,learn_form,male,max_borrow_amount,max_liabilities,max_overtime,normal_repay,overtime_less_15,overtime_more_15,progressBar,registerTime,state,succeed_borrow,succeed_repay,sum_of_to_pay,timeLimit,to_be_gather,to_be_repay,update_time,userId,userName,userRate,year_rate
33,10000,身份证认证|手机认证,0,0,0,12,0次流标，0次撤标，0次失败,无,0.00,无,18天10时08分,,61065349,,无,女,0.00,0.00,,0,0,0,17%,2016/4/29,0.5,0,0,,3 ,0.00,0.00,2017-07-27,,pdu8518214152,AA,10
20,500,身份证认证|手机认证,600.0,180.0,0.11,0,1次流标，0次撤标，0次失败,无,600.00,无,14天19时18分,2017/1/26,1000182439,0,无,男,600.00,720.18,0.0,3,0,0,0%,2017/1/21,0.5,1,3,,3 ,0.00,0.00,2017-07-27,,pdu8047581362,AA,10
36,1568,身份证认证|手机认证,1750.0,360.0,0.21,5,0次流标，0次撤标，0次失败,无,7000.00,无,14天16时06分,2017/3/1,61330788,6043.03,无,女,2000.00,6694.32,0.0,11,0,0,72%,2017/2/3,0.5,4,11,3256.45,12 ,0.00,6043.03,2017-07-27,,pdu7528837735,C,20
32,10500,身份证认证|手机认证,0,0,0,12,0次流标，0次撤标，0次失败,无,0.00,无,18天08时25分,,61042383,,无,女,0.00,0.00,,0,0,0,17%,2017/7/25,0.5,0,0,,3 ,0.00,0.00,2017-07-27,,pdu4333342187,AA,10
30,3161,身份证认证|手机认证,2465.125,202.5,0.19875,2,0次流标，0次撤标，0次失败,无,19721.00,无,14天13时41分,2016/11/23,61313834,10445.42,无,女,5500.00,10665.69,1.0,13,4,0,32%,2016/11/23,0.5,8,17,8673.95,6 ,0.00,10445.42,2017-07-27,,pdu1333013683,C,20
24,2775,身份证认证|手机认证,1853.0,240.0,0.17,0,0次流标，0次撤标，0次失败,无,5559.00,无,14天23时38分,2017/3/17,61357263,3492.75,无,女,2800.00,4357.28,0.0,7,0,0,0%,2017/3/17,0.5,3,7,2731.7999999999997,12 ,0.00,3492.75,2017-07-27,,pdu6366012461,C,20
23,5000,学历认证|身份证认证|手机认证,962.5,21.0,0.12480000000000001,49,0次流标，0次撤标，0次失败,北京语言大学,3850.00,专科,19天18时05分,2017/7/7,61340471,1650,网络教育,男,1100.00,1650.00,,6,0,0,83%,2017/6/29,0.5,4,6,1650.0,12 ,0.00,1650.00,2017-07-27,,pdu8454311117,C,20
26,5000,身份证认证|手机认证,0,0,0,3,0次流标，0次撤标，0次失败,无,0.00,无,19天14时19分,,61318896,,无,男,0.00,0.00,,0,0,0,61%,2017/2/25,0.5,0,0,,6 ,0.00,0.00,2017-07-27,,pdu1682758218,D,22
29,12000,,0,0,0,100,,无,,无,2017/7/25,,60836830,,无,女,,,,,,,100%,2016/7/17,1,,,,6 ,,,2017-07-27,,pdu3753462876,B,18
25,2000,学历认证|身份证认证|手机认证,1000.0,30.0,0.09,4,0次流标，0次撤标，0次失败,福建农林大学,1000.00,本科,14天15时23分,2017/7/27,1000181347,,普通,女,0.00,0.00,,0,0,0,8%,2016/8/21,0.5,1,0,,3 ,0.00,0.00,2017-07-27,,pdu5421828825,AA,10
30,719,身份证认证|手机认证,2803.4285714285716,257.14285714285717,0.19428571428571426,3,0次流标，1次撤标，0次失败,无,19624.00,无,14天21时54分,2016/11/1,61350210,11525.2,无,男,6000.00,12197.74,-1.0,35,0,0,12%,2016/10/29,0.5,7,35,10963.64,6 ,0.00,11525.20,2017-07-27,,pdu7282185656,C,20
25,7000,身份证认证|手机认证,0,0,0,6,0次流标，0次撤标，0次失败,无,0.00,无,19天13时41分,,61313818,,无,男,0.00,0.00,,0,0,0,19%,2017/7/10,0.5,0,0,,3 ,0.00,0.00,2017-07-27,,pdu8564816857,AA,10
25,13963,,0,0,0,90,,无,,无,2017/7/25,,60454793,,无,男,,,,,,,100%,2017/6/20,1,,,,6 ,,,2017-07-27,,pdu3603328852,C,20
30,7722,学历认证|身份证认证|手机认证|人行征信认证,5432.6,258.0,0.21200000000000002,11,0次流标，0次撤标，0次失败,电子科技大学,27163.00,专科,14天14时45分,2016/7/27,61322011,8507.7,网络教育,男,10100.00,11343.60,2.0,17,4,0,26%,2016/7/27,0.5,5,21,5671.8,12 ,0.00,8507.70,2017-07-27,,pdu8383444136,C,20
21,2496,身份证认证|手机认证,1697.142857142857,222.71428571428572,0.1706285714285714,1,0次流标，0次撤标，0次失败,无,11880.00,无,14天19时09分,2016/12/21,61343965,8291.43,无,男,2664.00,8887.61,-1.0,18,0,0,40%,2016/12/20,0.5,7,20,5844.879999999999,12 ,0.00,8291.43,2017-07-27,,pdu0457582200,C,20
26,6853,学历认证|身份证认证|手机认证,5429.75,360.0,0.2,35,0次流标，0次撤标，0次失败,重庆电子工程职业学院,21719.00,专科(高职),14天13时47分,2016/6/7,61314490,10946.02,普通,女,7000.00,13121.72,-1.0,24,0,0,54%,2016/6/7,0.5,4,24,7926.51,12 ,0.00,10946.02,2017-07-27,,pdu5184530114,C,20
26,3943,,0,0,0,16,,无,,无,2017/7/26,,61117236,,无,男,,,,,,,100%,2015/4/22,1,,,,6 ,,,2017-07-27,,pdu18631514,C,20
27,5000,身份证认证|手机认证,3000.0,360.0,0.12,3,1次流标，0次撤标，0次失败,无,3000.00,无,19天15时29分,2017/4/13,61326726,0,无,男,3000.00,3528.48,0.0,1,0,0,61%,2016/6/29,0.5,1,1,,12 ,0.00,0.00,2017-07-27,,pdu3850460513,D,22
23,2000,学历认证|身份证认证|手机认证,0,0,0,1,0次流标，0次撤标，0次失败,浙江科技学院,0.00,本科,14天23时07分,,1000182802,,普通,男,0.00,0.00,,0,0,0,2%,2017/7/27,0.5,0,0,,3 ,0.00,0.00,2017-07-27,,pdu7282344507,AA,10
27,10000,身份证认证|手机认证,3000.0,300.0,0.19333333333333333,18,9次流标，0次撤标，5次失败,无,9000.00,无,14天15时26分,2015/11/7,61326406,0,无,男,3900.00,6611.50,0.0,30,0,0,20%,2015/11/7,0.5,3,30,,12 ,0.00,0.00,2017-07-27,,pdu88862215,C,20
23,10500,身份证认证|手机认证,0,0,0,6,1次流标，0次撤标，0次失败,无,0.00,无,19天10时26分,,61280784,,无,男,0.00,0.00,,0,0,0,11%,2017/6/20,0.5,0,0,,3 ,0.00,0.00,2017-07-27,,pdu8715358263,AA,10
25,5356,身份证认证|手机认证,2950.0,270.0,0.155,4,0次流标，0次撤标，0次失败,无,5900.00,无,19天08时20分,2017/2/24,61252665,3988.8,无,男,3900.00,5463.54,0.0,7,0,0,50%,2016/9/22,0.5,2,7,2543.72,12 ,0.00,3988.80,2017-07-27,,pdu8847232508,C,20
24,1000,身份证认证|手机认证,0,0,0,1,0次流标，0次撤标，0次失败,无,0.00,无,14天15时53分,,1000181587,,无,男,0.00,0.00,,0,0,0,5%,2017/7/26,0.5,0,0,,2 ,0.00,0.00,2017-07-27,,pdu3001077417,AA,10
34,2000,身份证认证|手机认证|视频认证|人行征信认证,3162.6,133.8,0.13445000000000001,1,0次流标，0次撤标，1次失败,无,76637.00,无,14天19时38分,2015/4/1,1000182479,21084.14,无,男,9000.00,21788.98,0.0,159,0,0,2%,2015/3/31,0.5,29,162,21084.14,3 ,0.00,21084.14,2017-07-27,,rong2504551,AA,10
33,6700,身份证认证|手机认证,1500.0,180.0,0.11,29,1次流标，0次撤标，0次失败,无,1500.00,无,19天17时35分,2016/11/5,61338706,0,无,女,1500.00,1668.48,0.0,6,0,0,75%,2016/10/10,0.5,1,6,,6 ,0.00,0.00,2017-07-27,,pdu0767670837,D,22
28,2200,学历认证|身份证认证|手机认证,4255.5,360.0,0.22,0,2次流标，0次撤标，0次失败,内蒙古财经大学,8511.00,本科,14天22时12分,2016/1/14,61351041,0,普通,男,6500.00,5688.04,4.0,6,18,0,0%,2016/1/14,0.5,2,25,,3 ,0.00,0.00,2017-07-27,,pdu2584735470,AA,10
